longueur d'onde;nitrate de baryum;chlorure de cuivre(II);chlorure de sodium
nm;1u = 3lux;1u = 3lux;1u = 3lux
365,089;24,7668;1031,13;1031,13
365,089;29,7874;2492,58;2492,58
365,089;29,07;94,205;94,205
365,089;29,729;1817,32;1817,32
365,089;34,73;155,435;155,435
365,089;42,202;1245,24;1245,24
365,089;43,859;1078,08;1078,08
365,089;0;1259,04;1259,04
365,089;43,692;2286,3;2286,3
365,089;8,822;800,728;800,728
365,089;30,876;1217,65;1217,65
365,089;4,193;96,283;96,283
365,089;31,862;1964,61;1964,61
365,089;15,049;1034,99;1034,99
365,089;27,228;179,663;179,663
365,089;25,943;709,24;709,24
365,089;6,564;157,263;157,263
365,089;40,852;461,72;461,72
365,089;46,424;205,295;205,295
365,089;47,206;204,268;204,268
365,089;0;699,181;699,181
365,089;26,029;1657,02;1657,02
365,089;20,578;164,623;164,623
365,089;41,679;2404,21;2404,21
365,089;40,621;1303,91;1303,91
365,089;32,327;149,359;149,359
365,089;30,2;157,493;157,493
365,089;46,694;1094,67;1094,67
365,089;26,504;134,485;134,485
365,089;10,281;822,27;822,27
365,089;1,795;2021,52;2021,52
365,089;34,223;212,38;212,38
365,089;20,413;1139,94;1139,94
365,089;10,489;1043,86;1043,86
365,089;27,98;1583,79;1583,79
365,089;10,243;1202,28;1202,28
365,089;47,756;1190,25;1190,25
365,089;28,935;172,955;172,955
365,089;18,964;1358,43;1358,43
365,089;30,315;214,312;214,312
365,089;21,756;148,698;148,698
365,089;18,372;149,864;149,864
365,089;16,23;1367,41;1367,41
365,089;7,205;1172,46;1172,46
365,089;39,714;175,558;175,558
365,089;32,466;1309,54;1309,54
365,089;23,874;2288,48;2288,48
365,089;38,923;203,038;203,038
365,089;9,705;1489,78;1489,78
365,089;8,004;140,273;140,273
365,089;31,622;1013,91;1013,91
365,089;12,111;188,851;188,851
365,089;45,841;3682,84;3682,84
365,089;2,42;173,263;173,263
365,089;16,701;2217,26;2217,26
365,089;21,948;3532,68;3532,68
365,089;40,097;1121,31;1121,31
365,089;11,928;888,634;888,634
365,089;31,978;211,604;211,604
365,089;0,796;144,782;144,782
365,089;29,129;192,32;192,32
365,089;29,171;873,969;873,969
365,089;42,68;142,169;142,169
365,089;13,168;1441,74;1441,74
365,089;23,175;1813,28;1813,28
365,089;6,207;153,194;153,194
365,089;26,575;1980,46;1980,46
365,089;23,832;1345,94;1345,94
365,089;30,264;1589,84;1589,84
365,089;25,262;2277,53;2277,53
365,089;47,356;1682,75;1682,75
365,089;12,983;102,759;102,759
365,089;20,821;2361,56;2361,56
365,089;57,539;1321,16;1321,16
365,089;25,367;1858,46;1858,46
365,089;21,127;132,753;132,753
365,089;34,748;1815,71;1815,71
365,089;16,237;131,55;131,55
365,089;16,789;1678,53;1678,53
365,089;34,251;2967,39;2967,39
365,089;0;701,42;701,42
365,089;32,618;1835,32;1835,32
365,089;16,007;2450,67;2450,67
365,089;33,449;1476,47;1476,47
365,089;30,186;1661,73;1661,73
365,089;10,606;1690,25;1690,25
365,089;21,951;1230,32;1230,32
365,089;18,607;751,96;751,96
365,089;22,632;1349,17;1349,17
365,089;28,958;1381,13;1381,13
365,089;32,14;217,403;217,403
365,089;11,742;1459,33;1459,33
365,089;12,575;923,31;923,31
365,089;34,989;1524,36;1524,36
365,089;17,958;509,225;509,225
365,089;25,09;130,137;130,137
365,089;20,792;1184,23;1184,23
365,089;12,304;1192,69;1192,69
365,089;28,891;995,669;995,669
365,089;10,243;1052,64;1052,64
365,089;44,083;1016,59;1016,59
365,089;31,912;1506,08;1506,08
365,089;53,448;1231,35;1231,35
365,089;18,262;976,273;976,273
365,089;30,855;954,831;954,831
365,089;49,34;2827,44;2827,44
365,089;27,202;2082,01;2082,01
365,089;4,524;1209,19;1209,19
365,089;19,759;612,787;612,787
365,089;25,283;2032;2032
365,089;9,248;1262,71;1262,71
365,089;5,556;2332,3;2332,3
365,089;36,27;1078,81;1078,81
365,089;33,959;645,546;645,546
365,089;17,263;721,976;721,976
365,089;4,316;815,003;815,003
365,089;27,408;894,918;894,918
365,089;37,075;1831,13;1831,13
365,089;31,868;925,762;925,762
365,089;10,843;712,693;712,693
365,089;18,766;1885,61;1885,61
365,089;11,111;747,945;747,945
365,089;42,549;2538,95;2538,95
365,089;26,683;3070,18;3070,18
365,089;22,294;864,602;864,602
365,089;39,728;1081,37;1081,37
365,089;40,695;1111,27;1111,27
387,111;42,215;940,362;940,362
387,285;20,37;1013,24;1013,24
387,458;34,239;1504,16;1504,16
387,632;23,969;840,746;840,746
387,805;19,857;1372;1372
387,978;33,537;2372,33;2372,33
388,152;26,187;926,268;926,268
388,325;14,707;1045,51;1045,51
388,498;23,463;860,886;860,886
388,672;30,884;1550,89;1550,89
388,845;35,637;689,711;689,711
389,018;22,16;778,751;778,751
389,192;34,501;963,432;963,432
389,365;26,798;1147,54;1147,54
389,538;36,83;1289,7;1289,7
389,712;29,264;963,139;963,139
389,885;26,576;902,527;902,527
390,058;15,743;1074,99;1074,99
390,232;29,329;723,066;723,066
390,405;25,361;1157,32;1157,32
390,578;40,936;2331,29;2331,29
390,752;19,493;1072,92;1072,92
390,925;33,882;919,735;919,735
391,098;15,829;856,994;856,994
391,272;43,255;759,596;759,596
391,445;28,611;1317,56;1317,56
391,619;28,041;989,375;989,375
391,792;47,409;1249,71;1249,71
391,965;32,846;816,932;816,932
392,139;26,181;1101,55;1101,55
392,312;27,305;550,394;550,394
392,485;20,983;1506,76;1506,76
392,659;12,673;657,972;657,972
392,832;49,325;955,229;955,229
393,005;59,852;1407,73;1407,73
393,179;36,653;1231,43;1231,43
393,352;21,218;1059,84;1059,84
393,525;24,755;1105,64;1105,64
393,699;32,387;712,683;712,683
393,872;20,132;1213,09;1213,09
394,045;21,409;666,573;666,573
394,219;21,979;1009,85;1009,85
394,392;16,122;792,552;792,552
394,565;30,069;728,486;728,486
394,738;30,968;933,227;933,227
394,912;21,723;1281,14;1281,14
395,085;34,531;1069,45;1069,45
395,258;33,416;1322,92;1322,92
395,432;11,412;680,293;680,293
395,605;22,318;1126,05;1126,05
395,778;26,661;941,335;941,335
395,952;33,861;782,675;782,675
396,125;21,919;1142,05;1142,05
396,298;39,745;839,007;839,007
396,472;13,73;738,083;738,083
396,645;31,354;596,777;596,777
396,818;52,678;712,619;712,619
396,992;37,895;628,125;628,125
397,165;28,867;697,232;697,232
397,338;24,206;868,218;868,218
397,512;23,088;860,333;860,333
397,685;23,453;899,424;899,424
397,858;32,52;1177,84;1177,84
398,032;39,491;1268,44;1268,44
398,205;24,51;772,263;772,263
398,378;23,583;891,454;891,454
398,551;40,566;967,768;967,768
398,725;0;916,771;916,771
398,898;31,488;916,727;916,727
399,071;30,61;1094,98;1094,98
399,245;37,371;749,015;749,015
399,418;12,879;735,513;735,513
399,591;27,382;699,226;699,226
399,765;25,205;1143,2;1143,2
399,938;34,79;1198,22;1198,22
400,111;39,381;1061,09;1061,09
400,285;17,518;787,101;787,101
400,458;52,335;879,987;879,987
400,631;32,455;581,067;581,067
400,804;20,387;716,524;716,524
400,978;10,722;993,627;993,627
401,151;47,654;719,796;719,796
401,324;28,301;705,142;705,142
401,498;26,165;891,948;891,948
401,671;35,805;894,786;894,786
401,844;27,419;713,917;713,917
402,017;47,061;948,875;948,875
402,191;32,521;1544,47;1544,47
402,364;9,951;606,496;606,496
402,537;31,219;642,562;642,562
402,711;27,82;805,708;805,708
402,884;34,782;1030,48;1030,48
403,057;18,411;491,435;491,435
403,231;31,841;636,271;636,271
403,404;30,864;770,604;770,604
403,577;28,807;651,633;651,633
403,75;10,022;636,188;636,188
403,924;48,248;741,554;741,554
404,097;22,602;902,886;902,886
404,27;32,078;493,298;493,298
404,444;19,169;816,912;816,912
404,617;37,823;661,018;661,018
404,79;40,384;902,908;902,908
404,963;22,696;1170,4;1170,4
405,137;13,13;466,186;466,186
405,31;24,63;623,447;623,447
405,483;1,878;989,42;989,42
405,657;10,409;477,711;477,711
405,83;25,419;905,194;905,194
406,003;49,233;858,537;858,537
406,176;31,271;589,332;589,332
406,35;22,637;646,107;646,107
406,523;29,485;703,317;703,317
406,696;21,985;600,684;600,684
406,869;32,887;579,333;579,333
407,043;24,762;753,362;753,362
407,216;21,882;788,084;788,084
407,389;39,743;674,446;674,446
407,563;5,39;373,085;373,085
407,736;25,141;582,185;582,185
407,909;24,729;879,01;879,01
408,082;25,959;634,71;634,71
408,256;17,012;693,287;693,287
408,429;44,983;928,198;928,198
408,602;1,163;727,235;727,235
408,775;46,717;677,23;677,23
408,949;33,438;530,096;530,096
409,122;27,552;952,478;952,478
409,295;30,394;496,583;496,583
409,468;0;681,546;681,546
409,642;44,057;612,283;612,283
409,815;33,643;771,722;771,722
409,988;24,808;602,781;602,781
410,162;28,444;717,509;717,509
410,335;12,187;429,373;429,373
410,508;60,08;980,745;980,745
410,681;26,423;763,791;763,791
410,855;12,942;737,963;737,963
411,028;14,54;500,595;500,595
411,201;20,492;562,538;562,538
411,374;38,99;741,967;741,967
411,548;29,201;497,983;497,983
411,721;30,236;465,992;465,992
411,894;0;335,735;335,735
412,067;0;489,887;489,887
412,241;49,247;689,839;689,839
412,414;39,879;482,309;482,309
412,587;26,581;846,87;846,87
412,76;26,266;461,12;461,12
412,934;5,652;484,422;484,422
413,107;42,52;672,241;672,241
413,28;41,386;651,014;651,014
413,453;50,133;518,504;518,504
413,627;32,222;578,936;578,936
413,8;38,261;512,925;512,925
413,973;27,93;635,375;635,375
414,146;36,894;526,748;526,748
414,32;43,773;830,025;830,025
414,493;17,611;512,487;512,487
414,666;6,122;497,308;497,308
414,839;28,225;670,045;670,045
415,012;27,849;468,184;468,184
415,186;18,1;644,857;644,857
415,359;32,291;795,896;795,896
415,532;30,486;526,781;526,781
415,705;48,175;560,172;560,172
415,879;44,026;601,184;601,184
416,052;11,277;838,72;838,72
416,225;26,735;856,729;856,729
416,398;35,071;533,887;533,887
416,572;26,248;776,812;776,812
416,745;18,073;701,331;701,331
416,918;24,53;722,871;722,871
417,091;8,432;550,968;550,968
417,265;25,475;587,986;587,986
417,438;34,964;685,91;685,91
417,611;15,015;354,666;354,666
417,784;0,823;512,749;512,749
417,957;27,59;526,423;526,423
418,131;1,101;635,429;635,429
418,304;42,876;671,139;671,139
418,477;6,282;336,951;336,951
418,65;27,427;494,057;494,057
418,824;25,27;595,348;595,348
418,997;14,184;536,181;536,181
419,17;41,395;646,011;646,011
419,343;22,877;413,884;413,884
419,516;45,682;638,773;638,773
419,69;17,977;638,412;638,412
419,863;18,135;668,967;668,967
420,036;25,363;540,733;540,733
420,209;25,635;430,359;430,359
420,383;37,092;641,114;641,114
420,556;17,078;614,276;614,276
420,729;30,927;515,052;515,052
420,902;27,509;588,52;588,52
421,075;61,477;503,442;503,442
421,249;32,234;616,282;616,282
421,422;45,21;647,421;647,421
421,595;41,713;434,266;434,266
421,768;32,266;519,845;519,845
421,941;35,167;564,291;564,291
422,115;23,06;467,554;467,554
422,288;9,215;568,462;568,462
422,461;15,01;444,389;444,389
422,634;26,908;439,558;439,558
422,807;43,398;522,551;522,551
422,981;29,471;478,186;478,186
423,154;36,554;461,434;461,434
423,327;36,108;657,249;657,249
423,5;30,921;494,389;494,389
423,673;13,629;528,403;528,403
423,847;30,618;322,532;322,532
424,02;9,859;555,156;555,156
424,193;43,678;401,016;401,016
424,366;36,761;599,007;599,007
424,539;41,116;623,717;623,717
424,713;10,977;434,235;434,235
424,886;55,078;626,788;626,788
425,059;31,448;744,642;744,642
425,232;27,589;510,155;510,155
425,405;49,749;550,441;550,441
425,579;54,934;456,269;456,269
425,752;26,91;367,326;367,326
425,925;31,937;509,401;509,401
426,098;12,85;484,243;484,243
426,271;37,465;508,934;508,934
426,445;39,317;539,386;539,386
426,618;9,537;462,734;462,734
426,791;39,425;530,039;530,039
426,964;34,031;351,991;351,991
427,137;24,077;579,448;579,448
427,311;33,748;599,23;599,23
427,484;19,67;613,21;613,21
427,657;11,624;495,444;495,444
427,83;30,957;526,017;526,017
428,003;25,998;478,954;478,954
428,176;31,898;285,63;285,63
428,35;42,23;398,649;398,649
428,523;4,796;451,823;451,823
428,696;20,645;454,039;454,039
428,869;24,412;541,794;541,794
429,042;35,203;562,114;562,114
429,216;31,175;413,255;413,255
429,389;44,607;529,966;529,966
429,562;35,83;433,834;433,834
429,735;29,74;428,693;428,693
429,908;30,91;503,47;503,47
430,081;35,288;427,901;427,901
430,255;35,957;484,351;484,351
430,428;18,724;416,709;416,709
430,601;61,798;446,599;446,599
430,774;17,855;341,1;341,1
430,947;29,549;325,558;325,558
431,12;28,214;552,772;552,772
431,294;10,424;523,333;523,333
431,467;37,003;537,984;537,984
431,64;52,978;515,525;515,525
431,813;62,712;419,72;419,72
431,986;70,938;603,788;603,788
432,159;43,135;506,529;506,529
432,333;21,74;420,446;420,446
432,506;64,392;491,638;491,638
432,679;27,36;509,328;509,328
432,852;28,598;327,526;327,526
433,025;16,216;584,286;584,286
433,198;47,401;467,072;467,072
433,372;23,152;511,641;511,641
433,545;32,145;330,886;330,886
433,718;22,076;453,644;453,644
433,891;34,893;369,012;369,012
434,064;22,025;456,441;456,441
434,237;21,3205;438,535;438,535
434,411;11,436;557,915;557,915
434,584;11,991;332,371;332,371
434,757;62,581;453,548;453,548
434,93;21,546;376,991;376,991
435,103;19,653;447,944;447,944
435,276;26,295;431,616;431,616
435,449;40,889;434,35;434,35
435,623;33,758;481,496;481,496
435,796;24,748;309,933;309,933
435,969;36,69;435,224;435,224
436,142;29,678;384,957;384,957
436,315;30,598;463,395;463,395
436,488;22,569;489,911;489,911
436,661;36,055;567,53;567,53
436,835;9,752;414,144;414,144
437,008;25,493;411,326;411,326
437,181;36,098;510,417;510,417
437,354;22,444;488,095;488,095
437,527;40,786;452,057;452,057
437,7;39,927;392,481;392,481
437,873;33,98;404,509;404,509
438,047;35,645;416,692;416,692
438,22;48,779;499,984;499,984
438,393;19,465;365,662;365,662
438,566;35,26;606,872;606,872
438,739;8,227;409,537;409,537
438,912;32,677;550,8;550,8
439,085;25,379;329,076;329,076
439,259;54,751;500,037;500,037
439,432;39,095;333,58;333,58
439,605;33,748;533,974;533,974
439,778;18,086;365,893;365,893
439,951;70,117;467,849;467,849
440,124;16,397;558,195;558,195
440,297;12,635;397,654;397,654
440,47;27,809;357,187;357,187
440,644;37,996;417,245;417,245
440,817;21,704;467,084;467,084
440,99;32,903;474,828;474,828
441,163;38,941;332,156;332,156
441,336;22,001;272,378;272,378
441,509;20,36;417,718;417,718
441,682;33,646;518,93;518,93
441,855;19,865;385,162;385,162
442,029;39,848;407,85;407,85
442,202;23,207;380,843;380,843
442,375;19,131;424,454;424,454
442,548;31,497;508,528;508,528
442,721;22,859;313,904;313,904
442,894;30,836;437,849;437,849
443,067;43,722;384,178;384,178
443,24;41,735;427,233;427,233
443,414;40,386;456,663;456,663
443,587;36,837;453,352;453,352
443,76;16,515;423,463;423,463
443,933;34,54;356,269;356,269
444,106;41,998;395,898;395,898
444,279;50,888;352,3;352,3
444,452;39,554;425,866;425,866
444,625;11,319;391,769;391,769
444,798;36,764;359,252;359,252
444,972;9,89;327,095;327,095
445,145;28,704;439,695;439,695
445,318;12,745;242,166;242,166
445,491;44,569;249,534;249,534
445,664;28,208;344,895;344,895
445,837;14,28;243,97;243,97
446,01;16,212;291,197;291,197
446,183;41,339;411,477;411,477
446,356;13,773;383,686;383,686
446,53;42,841;402,228;402,228
446,703;23,517;323,139;323,139
446,876;22,922;265,511;265,511
447,049;32,192;505,146;505,146
447,222;49,255;263,82;263,82
447,395;46,001;261,263;261,263
447,568;15,756;360,857;360,857
447,741;26,455;308,494;308,494
447,914;29,817;354,139;354,139
448,087;37,559;328,634;328,634
448,261;35,333;297,57;297,57
448,434;43,22;328,605;328,605
448,607;52,883;445,148;445,148
448,78;33,031;326,561;326,561
448,953;14,383;207,655;207,655
449,126;18,61;325,51;325,51
449,299;26,542;465,615;465,615
449,472;23,637;271,269;271,269
449,645;18,963;446,615;446,615
449,818;38,165;427,38;427,38
449,991;37,998;367,18;367,18
450,165;41,848;396,792;396,792
450,338;44,319;344,636;344,636
450,511;11,254;361,662;361,662
450,684;23,269;446,284;446,284
450,857;42,179;353,492;353,492
451,03;22,037;202,734;202,734
451,203;34,947;401,318;401,318
451,376;49,661;273,216;273,216
451,549;30,267;324,96;324,96
451,722;18,448;333,464;333,464
451,895;35,144;292,616;292,616
452,068;35,02;288,671;288,671
452,242;28,436;344,606;344,606
452,415;43,378;378,817;378,817
452,588;18,388;275,803;275,803
452,761;28,727;165,98;165,98
452,934;37,977;364,328;364,328
453,107;53,198;384,892;384,892
453,28;27,271;358,229;358,229
453,453;26,923;277,385;277,385
453,626;25,675;339,418;339,418
453,799;37,775;278,795;278,795
453,972;44,24;325,581;325,581
454,145;15,805;285,235;285,235
454,318;27,931;244,763;244,763
454,492;50,414;329,523;329,523
454,665;34,876;329,379;329,379
454,838;32,618;287,05;287,05
455,011;11,933;330,088;330,088
455,184;48,089;317,318;317,318
455,357;35,18;338,439;338,439
455,53;39,7;331,865;331,865
455,703;27,61;336,581;336,581
455,876;15,358;365,779;365,779
456,049;30,694;282,296;282,296
456,222;25,446;267,973;267,973
456,395;25,051;267,903;267,903
456,568;28,072;312,456;312,456
456,741;26,121;289,272;289,272
456,914;38,045;267,111;267,111
457,087;52,161;246,322;246,322
457,261;14,708;287,7;287,7
457,434;44,971;314,108;314,108
457,607;33,986;307,802;307,802
457,78;27,853;323,416;323,416
457,953;30,71;284,491;284,491
458,126;46,299;288,464;288,464
458,299;39,946;280,703;280,703
458,472;28,653;393,936;393,936
458,645;3,742;304,425;304,425
458,818;34,594;299,546;299,546
458,991;15,565;168,444;168,444
459,164;39,544;434,986;434,986
459,337;30,464;288,363;288,363
459,51;29,984;369,033;369,033
459,683;38,002;254,681;254,681
459,856;27,729;327,515;327,515
460,029;30,414;292,696;292,696
460,202;22,92;274,009;274,009
460,375;45,946;347,771;347,771
460,548;19,47;258,403;258,403
460,722;58,74;378,28;378,28
460,895;26,461;357,836;357,836
461,068;36,213;264,247;264,247
461,241;27,938;354,666;354,666
461,414;21,217;309,554;309,554
461,587;36,086;260,438;260,438
461,76;35,346;234,771;234,771
461,933;17,181;222,986;222,986
462,106;31,482;257,347;257,347
462,279;6,322;307,025;307,025
462,452;19,81;246,254;246,254
462,625;32,636;234,347;234,347
462,798;6,757;270,908;270,908
462,971;58,551;203,507;203,507
463,144;39,262;323,777;323,777
463,317;27,894;347,23;347,23
463,49;23,666;305,02;305,02
463,663;35,306;242,473;242,473
463,836;30,43;236,354;236,354
464,009;44,682;298,062;298,062
464,182;32,374;272,639;272,639
464,355;17,676;219,494;219,494
464,528;13,053;316,042;316,042
464,701;55,59;366,58;366,58
464,874;28,898;291,482;291,482
465,047;21,151;285,375;285,375
465,22;11,558;193,482;193,482
465,393;41,381;295,903;295,903
465,566;15,532;270,232;270,232
465,739;37,95;216,156;216,156
465,912;24,205;232,261;232,261
466,085;11,418;324,061;324,061
466,258;30,013;179,983;179,983
466,431;20,732;264,233;264,233
466,605;47,507;289,311;289,311
466,778;33,927;209,456;209,456
466,951;26,627;240,321;240,321
467,124;58,323;288,773;288,773
467,297;41,928;202,015;202,015
467,47;31,261;249,561;249,561
467,643;44,858;237,042;237,042
467,816;60,273;267,458;267,458
467,989;10,76;235,429;235,429
468,162;33,878;245,194;245,194
468,335;22,423;295,344;295,344
468,508;45,489;215,081;215,081
468,681;68,992;309,721;309,721
468,854;49,169;238,677;238,677
469,027;18,793;259,974;259,974
469,2;34,681;259,549;259,549
469,373;31,443;212,801;212,801
469,546;0,908;255,304;255,304
469,719;27,205;295,982;295,982
469,892;61,813;228,262;228,262
470,065;14,434;355,653;355,653
470,238;15,489;215,744;215,744
470,411;46,739;255,397;255,397
470,584;26,031;279,338;279,338
470,757;34,127;188,995;188,995
470,93;32,552;239,403;239,403
471,103;22,826;211,583;211,583
471,276;26,214;261,86;261,86
471,449;36,434;225,605;225,605
471,622;26,014;231,06;231,06
471,795;23,631;219,921;219,921
471,968;53,98;225,598;225,598
472,141;30,326;206,017;206,017
472,314;0,453;188,452;188,452
472,487;40,088;247,672;247,672
472,66;36,325;245,764;245,764
472,833;31,544;227,189;227,189
473,006;8,31;224,5;224,5
473,179;9,296;210,736;210,736
473,352;28,249;281,389;281,389
473,525;26,956;198,615;198,615
473,698;31,643;294,534;294,534
473,871;12,624;130,702;130,702
474,044;37,358;252,802;252,802
474,217;39,307;215,369;215,369
474,39;16,729;218,363;218,363
474,562;37,588;248,702;248,702
474,735;49,723;202,783;202,783
474,908;35,429;254,807;254,807
475,081;31,918;224,877;224,877
475,254;49,115;245,717;245,717
475,427;34,135;260,306;260,306
475,6;41,47;223,657;223,657
475,773;24,323;203,868;203,868
475,946;16,98;227,197;227,197
476,119;36,539;233,612;233,612
476,292;39,605;241,033;241,033
476,465;27,246;230,031;230,031
476,638;42,656;182,674;182,674
476,811;35,277;239,533;239,533
476,984;22,548;220,608;220,608
477,157;35,133;248,042;248,042
477,33;42,973;225,994;225,994
477,503;17,78;189,996;189,996
477,676;30,077;186,616;186,616
477,849;33,588;288,521;288,521
478,022;31,972;226,763;226,763
478,195;30,677;194,167;194,167
478,368;42,337;171,162;171,162
478,541;28,154;148,811;148,811
478,714;32,462;235,113;235,113
478,887;28,482;196,054;196,054
479,06;27,753;248,727;248,727
479,233;47,756;184,416;184,416
479,406;40,148;203,237;203,237
479,579;40,272;240,247;240,247
479,752;35,885;226,966;226,966
479,925;24,304;265,475;265,475
480,098;42,4;275,822;275,822
480,271;37,532;244,772;244,772
480,443;22,712;227,408;227,408
480,616;14,114;157,386;157,386
480,789;20,648;268,587;268,587
480,962;27,533;238,082;238,082
481,135;37,924;279,239;279,239
481,308;32,811;203,942;203,942
481,481;53,951;215,511;215,511
481,654;45,012;238,863;238,863
481,827;33,943;175,545;175,545
482;30,571;181,665;181,665
482,173;31,719;218,839;218,839
482,346;44,243;202,43;202,43
482,519;25,157;201,93;201,93
482,692;31,708;222,259;222,259
482,865;37,854;172,253;172,253
483,038;34,468;212,719;212,719
483,211;47,946;242,242;242,242
483,384;37,475;183,745;183,745
483,557;49,389;281,61;281,61
483,73;36,096;185,819;185,819
483,902;9,11;225,466;225,466
484,075;44,348;145,953;145,953
484,248;23,479;212,032;212,032
484,421;35,688;189,886;189,886
484,594;46,248;201,746;201,746
484,767;49,295;255,803;255,803
484,94;48,205;228,561;228,561
485,113;44,493;195,21;195,21
485,286;31,61;186,893;186,893
485,459;34,515;214,873;214,873
485,632;31,034;218,399;218,399
485,805;47,172;204,405;204,405
485,978;44,579;202,516;202,516
486,151;51,761;217,555;217,555
486,324;46,02;195,156;195,156
486,497;25,918;225,229;225,229
486,669;48,079;235,13;235,13
486,842;33,442;166,118;166,118
487,015;41,236;220,801;220,801
487,188;50,938;203,477;203,477
487,361;29,029;196,334;196,334
487,534;27,428;163,981;163,981
487,707;34,574;197,514;197,514
487,88;21,358;194,717;194,717
488,053;40,997;177,549;177,549
488,226;26,753;195,631;195,631
488,399;17,715;215,093;215,093
488,572;47,945;193,171;193,171
488,745;44,213;214,633;214,633
488,917;10,663;120,126;120,126
489,09;23,441;153,876;153,876
489,263;41,723;213,692;213,692
489,436;37,136;185,015;185,015
489,609;29,035;175,399;175,399
489,782;46,775;225,992;225,992
489,955;27,153;187,228;187,228
490,128;0;165,636;165,636
490,301;24,53;208,124;208,124
490,474;39,682;159,345;159,345
490,647;18,677;161,593;161,593
490,82;27,639;165,125;165,125
490,992;46,953;254,1;254,1
491,165;31,94;175,994;175,994
491,338;37,075;179,619;179,619
491,511;35,773;168,087;168,087
491,684;46,737;240,688;240,688
491,857;46,609;180,984;180,984
492,03;37,538;168,404;168,404
492,203;34,783;185,173;185,173
492,376;38,757;194,289;194,289
492,549;14,822;173,205;173,205
492,722;44,059;194,355;194,355
492,894;46,096;96,172;96,172
493,067;38,581;198,139;198,139
493,24;48,17;226,059;226,059
493,413;27,34;206,494;206,494
493,586;29,947;194,515;194,515
493,759;25,644;180,784;180,784
493,932;39,976;162,859;162,859
494,105;12,86;174,835;174,835
494,278;38,985;221,452;221,452
494,451;29,668;152,43;152,43
494,623;17,997;195,441;195,441
494,796;35,318;166,975;166,975
494,969;16,512;172,865;172,865
495,142;23,665;238,677;238,677
495,315;54,793;173,862;173,862
495,488;24,207;166,752;166,752
495,661;30,948;201,262;201,262
495,834;26,372;158,513;158,513
496,007;39,081;189,668;189,668
496,18;38,022;176,258;176,258
496,352;38,438;123,575;123,575
496,525;46,201;150,509;150,509
496,698;34,464;197,159;197,159
496,871;58,621;222,466;222,466
497,044;32,556;159,655;159,655
497,217;29,291;166,852;166,852
497,39;63,866;228,912;228,912
497,563;28,009;146,829;146,829
497,736;42,765;178,26;178,26
497,908;32,61;168,224;168,224
498,081;45,189;144,074;144,074
498,254;36,551;214,376;214,376
498,427;39,991;229,163;229,163
498,6;18,794;154,193;154,193
498,773;36,147;175,751;175,751
498,946;58,013;180,728;180,728
499,119;50,618;238,293;238,293
499,291;58,518;215,694;215,694
499,464;40,528;187,032;187,032
499,637;23,63;156,793;156,793
499,81;39,575;202,823;202,823
499,983;35,784;128,899;128,899
500,156;14,533;137,001;137,001
500,329;35,68;163,506;163,506
500,502;12,077;132,842;132,842
500,674;31,929;149,627;149,627
500,847;21,244;168,957;168,957
501,02;39,908;147,553;147,553
501,193;60,315;228,293;228,293
501,366;23,95;177,953;177,953
501,539;29,934;141,941;141,941
501,712;32,737;192,051;192,051
501,884;47,536;204,22;204,22
502,057;33,108;149,334;149,334
502,23;46,068;156,748;156,748
502,403;31,184;142,09;142,09
502,576;23,41;136,25;136,25
502,749;40,987;203,063;203,063
502,922;44,165;163,387;163,387
503,095;47,494;174,502;174,502
503,267;45,194;167,718;167,718
503,44;31,521;158,951;158,951
503,613;38,699;175,848;175,848
503,786;37,909;177,597;177,597
503,959;38,533;189,986;189,986
504,132;54,834;151,032;151,032
504,305;40,706;161,119;161,119
504,477;55,325;162,091;162,091
504,65;20,317;140,763;140,763
504,823;21,334;196,41;196,41
504,996;40,963;216,606;216,606
505,169;49,697;136,585;136,585
505,342;62,136;196,118;196,118
505,514;41,127;171,736;171,736
505,687;32,272;172,991;172,991
505,86;23,043;188,468;188,468
506,033;17,416;151,123;151,123
506,206;53,654;180,104;180,104
506,379;21,162;144,971;144,971
506,552;31,436;188,137;188,137
506,724;46,806;202,389;202,389
506,897;43,511;164,521;164,521
507,07;30,515;140,817;140,817
507,243;44,497;182,521;182,521
507,416;15,898;150,65;150,65
507,589;58,155;160,227;160,227
507,761;54,76;165,18;165,18
507,934;51,441;137,173;137,173
508,107;42,157;181,539;181,539
508,28;58,09;186,702;186,702
508,453;14,086;139,797;139,797
508,626;51,117;142,619;142,619
508,798;59,935;176,258;176,258
508,971;69,38;131,575;131,575
509,144;33,753;144,825;144,825
509,317;29,01;161,227;161,227
509,49;40,28;193,662;193,662
509,663;18,575;141,839;141,839
509,835;43,142;150,761;150,761
510,008;54,244;173,394;173,394
510,181;57,743;172,404;172,404
510,354;62,627;219,753;219,753
510,527;33,654;163,294;163,294
510,7;41,395;152,046;152,046
510,872;40,051;181,432;181,432
511,045;49,141;197,302;197,302
511,218;39,938;161,542;161,542
511,391;17,343;139,273;139,273
511,564;44,127;161,753;161,753
511,737;37,554;182,991;182,991
511,909;47,822;171,318;171,318
512,082;64,951;146,31;146,31
512,255;43,857;157,961;157,961
512,428;43,205;171,757;171,757
512,601;58,791;153,306;153,306
512,774;45,681;170,684;170,684
512,946;34,561;162,943;162,943
513,119;36,359;139,108;139,108
513,292;11,583;143,207;143,207
513,465;48,614;192,696;192,696
